,응답자,응답년도,코드북 일련번호,설문 문항,응답 내용
62,중1,2023,377148,[삶의 만족도]-나는 내 삶에 만족한다,그렇지 않은 편이다
63,중1,2023,377152,[삶의 만족도]-지금까지 내 삶에서 내가 원하는 중요한 것들을 이루어 냈다,그렇지 않은 편이다
64,중1,2023,377157,"[삶의 만족도]-만약 내 삶을 다시 살 수 있더라도, 나는 거의 아무것도 바꾸지 않을 것이다",그런 편이다
65,중1,2023,377161,[행복감]-전반적으로 나는 …,행복한 사람이다
66,중1,2023,377165,[행복감]-다른 사람과 비교했을 때 나는 …,행복한 사람이다
67,중1,2023,377169,[행복감]-전반적으로 아주 행복한 사람들이 있다. 나는 …,행복한 사람이다
68,중1,2023,377172,[행복감]-전반적으로 아주 불행한 사람들이 있다. 나는 …,불행한 사람이다
69,중1,2023,377177,[자아존중감]-나는 나에게 만족한다,그런 편이다
70,중1,2023,377180,[자아존중감]-때때로 나는 내가 어디에도 소용없는 사람이라고 생각한다,그렇지 않은 편이다
71,중1,2023,377185,[자아존중감]-나는 내가 장점이 많다고 느낀다,그런 편이다
72,중1,2023,377189,[자아존중감]-나는 내가 적어도 다른 사람만큼 가치 있는 사람이라고 느낀다,그런 편이다
73,중1,2023,377192,[자아존중감]-나는 내가 자랑스러워할 만한 것이 별로 없다고 느낀다,그렇지 않은 편이다
74,중1,2023,377197,[자아존중감]-때때로 나는 내가 쓸모없는 존재로 느껴진다,그런 편이다
75,중1,2023,377201,[자아존중감]-나는 남들만큼의 일은 할 수 있다,그런 편이다
76,중1,2023,377206,[자아존중감]-나는 나를 좀 더 존중할 수 있었으면 좋겠다,매우 그렇다
77,중1,2023,377208,[자아존중감]-나는 내가 실패자라고 느끼는 경향이 있다,그렇지 않은 편이다
78,중1,2023,377213,[자아존중감]-나는 나에 대해 긍정적인 태도를 지니고 있다,그런 편이다
79,중1,2023,377215,[주의집중]-칭찬을 받거나 벌을 받아도 금방 다시 주의가 산만해진다,전혀 그렇지 않다
80,중1,2023,377220,[주의집중]-문제를 풀 때 문제를 끝까지 읽지 않는 편이다,그렇지 않은 편이다
81,중1,2023,377225,[주의집중]-오랫동안 집중해야 하는 과제는 하고 싶지 않다,그런 편이다
82,중1,2023,377229,[주의집중]-연필이나 지우개 등 학용품을 잘 잃어버린다,그런 편이다
83,중1,2023,377233,[주의집중]-주의를 기울이지 않아서 실수를 하거나 사고를 낸다,그런 편이다
84,중1,2023,377236,[주의집중]-공부할 때 차분하게 앉아 있기 힘들다,그렇지 않은 편이다
85,중1,2023,377239,[주의집중]-글자를 잘 빠뜨리고 쓰는 편이다,전혀 그렇지 않다
86,중1,2023,377245,[공격성]-작은 일에도 트집을 잡을 때가 있다,그런 편이다
87,중1,2023,377247,[공격성]-남이 하는 일을 방해할 때가 있다,전혀 그렇지 않다
88,중1,2023,377253,[공격성]-내가 원하는 것을 못하게 하면 따지거나 덤빈다,그런 편이다
89,중1,2023,377255,[공격성]-별 것 아닌 일로 싸우곤 한다,전혀 그렇지 않다
90,중1,2023,377261,[공격성]-하루 종일 화가 날 때가 있다,그런 편이다
91,중1,2023,377263,[공격성]-아무 이유 없이 울 때가 있다,전혀 그렇지 않다
92,중1,2023,377267,[신체증상]-깊이 잠들지 못하고 자다가 잠에서 깨곤 한다,전혀 그렇지 않다
93,중1,2023,377272,[신체증상]-머리가 자주 아프다,그렇지 않은 편이다
94,중1,2023,377276,[신체증상]-속이 자주 메슥거린다,그렇지 않은 편이다
95,중1,2023,377279,[신체증상]-공부를 하면 배가 아플 때가 있다,전혀 그렇지 않다
96,중1,2023,377286,[신체증상]-입맛이 없을 때가 있다,매우 그렇다
97,중1,2023,377290,[신체증상]-자주 피곤하다,매우 그렇다
98,중1,2023,377291,[신체증상]-숨쉬기 어려울 때가 있다,전혀 그렇지 않다
99,중1,2023,377295,[신체증상]-자주 열이 나는 것처럼 느껴진다,전혀 그렇지 않다
100,중1,2023,377302,[사회적 위축]-주위에 사람들이 많으면 어색하다,매우 그렇다
101,중1,2023,377306,[사회적 위축]-부끄럼을 많이 탄다,매우 그렇다
102,중1,2023,377307,[사회적 위축]-다른 사람들에게 내 의견을 분명하게 말하기 어렵다,전혀 그렇지 않다
103,중1,2023,377311,[사회적 위축]-수줍어한다,전혀 그렇지 않다
104,중1,2023,377318,[사회적 위축]-사람들 앞에 나서기를 싫어한다,매우 그렇다
105,중1,2023,377320,[우울]-기운이 별로 없다,그렇지 않은 편이다
106,중1,2023,377323,[우울]-불행하다고 생각하거나 슬퍼하고 우울해한다,전혀 그렇지 않다
107,중1,2023,377327,[우울]-걱정이 많다,전혀 그렇지 않다
108,중1,2023,377331,[우울]-죽고 싶은 생각이 든다,전혀 그렇지 않다
109,중1,2023,377336,[우울]-울기를 잘한다,그렇지 않은 편이다
110,중1,2023,377339,[우울]-어떤 일이 잘못 되었을 때 나 때문이라는 생각을 자주 한다,전혀 그렇지 않다
111,중1,2023,377346,[우울]-외롭다,매우 그렇다
112,중1,2023,377348,[우울]-모든 일에 관심과 흥미가 없다,그렇지 않은 편이다
113,중1,2023,377353,[우울]-장래가 희망적이지 않은 것 같다,그런 편이다
114,중1,2023,377357,[우울]-모든 일이 힘들다,그런 편이다
115,중1,2023,377362,"[협동심]-그룹활동을 할 때, 친구의 장점이나 능력을 적극적으로 알려준다",매우 그렇다
116,중1,2023,377366,"[협동심]-그룹활동을 할 때, 친구가 어려워하면 기꺼이 돕는다",매우 그렇다
117,중1,2023,377369,"[협동심]-그룹활동을 할 때, 친구들이 의견을 자유롭게 이야기하도록 분위기를 조성한다",그런 편이다
118,중1,2023,377374,"[협동심]-그룹활동을 할 때, 활용할 수 있는 새로운 방법을 제시한다",매우 그렇다
119,중1,2023,377378,[협동심]-그룹에서 하고있는 활동이 의미있는 일이라는 것을 친구에게 이야기 한다,매우 그렇다
120,중1,2023,377382,"[협동심]-그룹활동을 할 때, 친구가 다양한 관점에서 생각할 수 있도록 도와준다",매우 그렇다
121,중1,2023,377386,"[협동심]-그룹활동을 할 때, 나의 역할에 최선을 다한다",매우 그렇다
122,중1,2023,377390,[협동심]-그룹의 리더가 아니더라도 맡은 일보다 많은 일을 하여 그룹활동에 도움이 되고자 한다,매우 그렇다
123,중1,2023,377394,[협동심]-내가 속한 그룹에서 가치 있는 사람이 되기위해 능력을 최대한 발휘한다,매우 그렇다
124,중1,2023,377398,[협동심]-그룹에서 발생한 문제와 관련된 지식이나 정보를 친구들과 공유한다,매우 그렇다
125,중1,2023,377402,[협동심]-그룹의 문제해결을 위한 구체적인 계획이나 내용을 친구들과 공유한다,매우 그렇다
126,중1,2023,377406,[협동심]-그룹에서 발생한 문제를 친구들과 자주 이야기 한다,매우 그렇다
127,중1,2023,377410,"[협동심]-그룹활동을 할 때, 중요한 사항이나 문제점이 생기면 친구들과 함께 해결한다",매우 그렇다
128,중1,2023,377414,[협동심]-그룹에서 발생한 문제에 대해 잘잘못을 따지기 보다는 해결하려고 노력한다,매우 그렇다
129,중1,2023,377477,[그릿(Grit)]-나는 무엇을 하다가 다른 생각이 나면 집중하기가 어렵다,그렇지 않은 편이다
130,중1,2023,377482,"[그릿(Grit)]-나는 문제를 해결하다가 어려움이 생겼을 때 크게 좌절하지 않으며, 다른 사람들보다 빨리 좌절에서 벗어난다",그런 편이다
131,중1,2023,377486,[그릿(Grit)]-나는 어떤 문제에 잠깐 집중하다가 곧 흥미를 잃은 적이 있다,그런 편이다
132,중1,2023,377491,[그릿(Grit)]-나는 노력가이다,매우 그렇다
133,중1,2023,377494,[그릿(Grit)]-나는 자주 목표를 세우지만 그것을 이루기 전에 다른 목표를 세우고는 한다,그런 편이다
134,중1,2023,377497,[그릿(Grit)]-나는 무엇을 완성하는데 시간이 오래 걸리면 계속 열심히 하는 것이 어렵다,그렇지 않은 편이다
135,중1,2023,377501,[그릿(Grit)]-나는 시작하면 무조건 끝낸다,그렇지 않은 편이다
136,중1,2023,377506,[그릿(Grit)]-나는 부지런하다,그런 편이다
137,중1,2023,377508,[현실비행 경험 유무 및 빈도]-담배 피우기,전혀 없다
138,중1,2023,377514,[현실비행 경험 유무 및 빈도]-술 마시기,전혀 없다
139,중1,2023,377520,[현실비행 경험 유무 및 빈도]-무단결석,전혀 없다
140,중1,2023,377532,[현실비행 경험 유무 및 빈도]-다른 사람 심하게 놀리거나 조롱하기,전혀 없다
141,중1,2023,377592,[현실비행 경험 유무 및 빈도]-심한 욕설과 폭언,전혀 없다
142,중1,2023,377827,[연간 참여 횟수]-문화예술 활동,없다
143,중1,2023,377831,[연간 참여 횟수]-과학정보 활동,없다
144,중1,2023,377835,[연간 참여 횟수]-모험개척 활동,없다
145,중1,2023,377839,[연간 참여 횟수]-자원봉사 활동,없다
146,중1,2023,377843,[연간 참여 횟수]-직업진로 활동,없다
147,중1,2023,377847,[연간 참여 횟수]-국제교류 활동,없다
148,중1,2023,377851,[연간 참여 횟수]-건강보건 활동,없다
149,중1,2023,377855,[연간 참여 횟수]-자기(인성) 계발 활동,없다
150,중1,2023,377859,[연간 참여 횟수]-환경보존 활동,없다
151,중1,2023,377902,[연간 참여 횟수]-교내 공식 동아리,5회 이상
152,중1,2023,377903,[연간 참여 횟수]-교외 공식 동아리,없다
153,중1,2023,377978,[친구관계]-친구들과 함께 시간을 보낸다,그렇지 않은 편이다
154,중1,2023,377983,[친구관계]-친구들은 속상하고 힘든 일을 나에게 털어놓는다,그런 편이다
155,중1,2023,377987,[친구관계]-친구들에게 내 이야기를 잘한다,그런 편이다
156,중1,2023,377991,[친구관계]-친구들에게 내 비밀을 이야기 할 수 있다,그런 편이다
157,중1,2023,377995,[친구관계]-내가 무슨 일을 할 때 친구들은 나를 도와준다,그런 편이다
158,중1,2023,377999,[친구관계]-친구들은 나를 좋아하고 잘 따른다,그런 편이다
159,중1,2023,378003,[친구관계]-친구들은 나에게 관심이 있다,그런 편이다
160,중1,2023,378007,[친구관계]-친구들과의 관계가 좋다,그런 편이다
161,중1,2023,378010,[친구관계]-친구들과 의견 충돌이 잦다,그렇지 않은 편이다
162,중1,2023,378013,[친구관계]-친구와 싸우면 잘 화해하지 않는다,전혀 그렇지 않다
163,중1,2023,378017,[친구관계]-친구가 내 뜻과 다르게 행동하면 화를 내거나 짜증을 낸다,전혀 그렇지 않다
164,중1,2023,378022,[친구관계]-나와 다른 아이들과는 친해질 생각이 없다,그렇지 않은 편이다
165,중1,2023,378025,[친구관계]-친구들은 나의 어렵고 힘든 점에 대해 관심이 없다,전혀 그렇지 않다
166,중1,2023,378031,[교사관계]-내가 공부나 다른 문제로 힘들 때 선생님께 찾아가서 제일 먼저 의논하고 싶다,그런 편이다
167,중1,2023,378035,[교사관계]-선생님은 내가 수업시간에 다른 생각을 하는지 금방 아신다,그런 편이다
168,중1,2023,378039,[교사관계]-선생님은 수업내용을 내가 알아듣기 쉽게 잘 정리해서 설명해주신다,그런 편이다
169,중1,2023,378043,[교사관계]-선생님은 내가 앞으로 공부를 잘 할 수 있다고 믿으신다,그런 편이다
170,중1,2023,378047,[교사관계]-선생님은 내가 수업에 흥미가 있는지를 잘 아신다,그런 편이다
171,중1,2023,378051,[교사관계]-선생님은 질문에 대답할 때까지 참고 기다려주신다,그런 편이다
172,중1,2023,378055,[교사관계]-선생님은 내가 책임과 의무를 다하는 학생이라고 생각하신다,그런 편이다
173,중1,2023,378059,[교사관계]-선생님은 나의 의견을 존중하시고 자유롭게 말하도록 하신다,그런 편이다
174,중1,2023,378063,[교사관계]-선생님은 내가 모르는 것을 질문하면 이해할 때까지 몇 번이라도 다시 설명해주신다,그런 편이다
175,중1,2023,378067,[교사관계]-선생님은 내가 끈기와 인내심이 강하다고 생각하신다,그런 편이다
176,중1,2023,378071,[교사관계]-선생님은 내가 공부하면서 부족한 부분이 있으면 개별적으로 보충해주신다,그런 편이다
177,중1,2023,378075,[교사관계]-선생님은 내가 원할 때마다 항상 나를 위해 시간을 내 주신다,그런 편이다
178,중1,2023,378079,[교사관계]-선생님은 내가 수업내용을 잘 이해하고 있는지를 금방 눈치 채신다,그런 편이다
179,중1,2023,378083,[교사관계]-선생님은 내가 머리가 좋은 학생이라고 생각하신다,그런 편이다
180,중1,2023,378089,형제자매 수(본인포함),2
181,중1,2023,378122,[따스함]-부모님이 나를 사랑한다는 것을 표현하신다,매우 그렇다
182,중1,2023,378126,[따스함]-부모님은 나와 함께 있는 것을 좋아하신다,매우 그렇다
183,중1,2023,378130,[따스함]-부모님은 항상 나를 반가워하신다,매우 그렇다
184,중1,2023,378133,[따스함]-부모님은 나를 특별하게 여기신다,그런 편이다
185,중1,2023,378135,[거부]-부모님이 나를 좋아하시는지 가끔 궁금할 때가 있다,전혀 그렇지 않다
186,중1,2023,378139,[거부]-부모님은 내가 방해가 된다고 생각하신다,전혀 그렇지 않다
187,중1,2023,378143,[거부]-부모님은 나로 하여금 불필요한 존재라고 느끼게 하신다,전혀 그렇지 않다
188,중1,2023,378147,[거부]-부모님은 내가 하는 어떤 것도 만족스러워하지 않으신다,전혀 그렇지 않다
189,중1,2023,378152,[자율성 지지]-부모님은 나를 믿어주신다,그렇지 않은 편이다
190,중1,2023,378157,[자율성 지지]-부모님은 나를 있는 그대로 받아주신다,그런 편이다
191,중1,2023,378161,[자율성 지지]-부모님은 내가 중요하게 생각하는 일을 하게 해주신다,그런 편이다
192,중1,2023,378166,[자율성 지지]-부모님은 나의 생각을 이해하려고 노력하신다,매우 그렇다
193,중1,2023,378167,[강요]-부모님은 나에게 늘 무엇을 하라고 하신다,전혀 그렇지 않다
194,중1,2023,378171,[강요]-부모님은 나에게 이래라저래라 하신다,전혀 그렇지 않다
195,중1,2023,378175,[강요]-부모님은 어떤 일을 할 때 오로지 그분들의 방식만이 유일하게 올바른 길이라고 생각하신다,전혀 그렇지 않다
196,중1,2023,378179,[강요]-부모님은 모든 것에 대해 “안 돼.' 라고 하신다,전혀 그렇지 않다
197,중1,2023,378185,"[구조제공]-내가 무언가 하려고 할 때, 부모님이 어떻게 하라고 가르쳐 주신다",그런 편이다
198,중1,2023,378190,"[구조제공]-어떤 일이나 사물이 돌아가는 이치를 알고 싶어할 때, 부모님께서 설명해주신다",매우 그렇다
199,중1,2023,378194,[구조제공]-내게 문제가 있을 때 부모님이 어떻게 해결해야할지 도움을 주신다,매우 그렇다
200,중1,2023,378198,"[구조제공]-부모님은 내게 규칙을 말씀하실 때, 왜 지켜야 하는지 이유도 설명해주신다",매우 그렇다
201,중1,2023,378200,"[비일관성]-부모님이 약속을 해도, 그 분들이 지키실지는 알 수 없다",그렇지 않은 편이다
202,중1,2023,378205,[비일관성]-부모님은 무언가를 하겠다고 말씀하시고는 실제로는 하지 않으실 때도 가끔 있다,그런 편이다
203,중1,2023,378207,[비일관성]-부모님은 나에 대한 규칙을 자주 바꾸신다,전혀 그렇지 않다
204,중1,2023,378211,[비일관성]-부모님은 사전에 주의도 주지 않고 화부터 내신다,전혀 그렇지 않다
205,중1,2023,379130,[학교 폭력]-누군가를 괴롭히는 행동을 먼저 시작한다,전혀 하지 않는다
206,중1,2023,379134,[학교 폭력]-다른 아이들도 괴롭히는 행동에 참여하도록 끌어들인다,전혀 하지 않는다
207,중1,2023,379138,[학교 폭력]-다른 친구들을 괴롭힐 새로운 방법을 늘 찾는다,전혀 하지 않는다
208,중1,2023,379142,[학교 폭력]-누군가 어떤 아이를 괴롭히기 시작하면 나도 같이 괴롭힌다,전혀 하지 않는다
209,중1,2023,379146,[학교 폭력]-누군가를 괴롭히는 아이를 거든다,전혀 하지 않는다
210,중1,2023,379150,[학교 폭력]-괴롭힘 당하는 아이가 도망가지 못하게 붙잡아두는 것과 같은 방법으로 괴롭히는 아이를 도와준다,전혀 하지 않는다
211,중1,2023,379154,[학교 폭력]-괴롭히는 상황을 구경하기 위해 그 주변으로 간다,전혀 하지 않는다
212,중1,2023,379158,[학교 폭력]-괴롭히는 상황을 보면서 웃는다,전혀 하지 않는다
213,중1,2023,379162,"[학교 폭력]-누군가 어떤 아이를 괴롭힐 때, “본 떼를 보여줘”라고 말하며 옆에서 부추긴다",전혀 하지 않는다
214,중1,2023,379169,[학교 폭력]-괴롭힘 당하는 아이를 위로해 주거나 선생님에게 괴롭힘 당한 것에 대해 말하라고 용기를 준다,자주 한다
215,중1,2023,379173,[학교 폭력]-괴롭히는 행동을 하는 아이들에게 그만하라고 말한다,자주 한다
216,중1,2023,379177,[학교 폭력]-괴롭히는 행동을 중지하려고 노력한다,자주 한다
217,중1,2023,379181,"[학교 폭력]-누군가 괴롭힘을 당하는 상황이 생겼을 때, 보통 그 자리에 없는 편이다",자주 한다
218,중1,2023,379182,[학교 폭력]-누군가 괴롭힘을 당하는 상황에 엮이지 않으려고 한다,전혀 하지 않는다
219,중1,2023,379189,[학교 폭력]-누군가 괴롭힘을 당하는 상황에서 누구의 편도 들지 않는다,자주 한다
